route_id,service_id,trip_id
18,544,1060225
18,55,446634
18,569,450471
18,581,718636
18,588,1242835
18,588,1250643
18,588,384325
18,600,1081101
18,600,536294
18,600,958115
18,605,1462687
18,605,1561875
18,606,1508806
18,606,1611970
18,635,341726
18,658,1515937
18,697,30420
18,702,1279997
18,71,174993
18,745,1385127
18,745,1424079
18,754,1562781
18,759,27929
18,76,302913
18,78,514600
18,80,1631051
18,80,484602
18,822,374994
18,828,1023768
18,828,1241855
18,828,1481130
18,828,1484987
18,828,1572856
18,828,318350
18,828,346779
18,828,361606
18,828,510383
18,828,902234
18,83,1012647
18,833,288634
18,833,846528
18,860,493200
18,863,761525
18,874,1478040
18,874,432250
18,937,535774
18,977,324066
19,600,1382990
19,600,1518640
19,733,1356968
19,733,362322
19,940,1287711
19,940,780344
2,1016,1177804
2,1021,312179
2,1040,479385
2,1094,1018800
2,1111,520551
2,1114,190203
2,161,864479
2,173,1388055
2,222,449973
2,260,399840
2,287,1166391
2,287,1264240
2,406,739929
2,412,1092692
2,412,1177579
2,412,175217
2,412,184336
2,417,1207889
2,417,444775
2,428,1452864
2,434,208350
2,487,1297703
2,488,1155744
2,488,1406788
2,488,1479297
2,488,1597101
2,488,570560
2,509,478072
2,509,627743
2,521,183164
2,521,536424
2,523,1667106
2,523,312589
2,55,381079
2,55,817920
2,55,883274
2,632,1086074
2,642,367417
2,642,66380
2,673,423732
2,690,628710
2,691,1713655
2,691,192431
2,699,29559
2,762,1088478
2,77,1070224
2,77,1497630
2,781,944601
2,797,1116495
2,828,387705
2,839,1491666
2,843,1591532
2,843,672553
2,863,170966
2,881,245693
2,890,1179725
2,940,1063345
2,940,1161942
2,940,668287
2,98,534784
20,570,1668418
21,1046,1104293
21,1054,1396669
21,1114,1190894
21,174,468203
21,335,704664
21,36,718137
21,388,541759
21,412,700202
21,521,797141
21,671,362058
21,743,1145329
21,833,1159550
21,937,1289229
21,977,1448019
21,977,620648
21,980,1704212
22,421,1035805
22,421,1304311
22,421,1640651
22,421,309550
22,421,574898
22,421,728512
22,747,1238793
22,747,12812
22,747,681898
22,747,687273
22,747,769656
22,747,971445
23,254,1644358
23,35,557886
23,42,1043004
23,549,456885
23,623,736160
23,69,802332
23,849,1068629
24,170,1132804
24,170,636286
24,209,281734
24,209,308077
25,137,1625821
26,1016,71546
26,1022,1604831
26,1022,665276
26,1022,873164
26,1022,890228
26,11,519738
26,115,532930
26,209,1686395
26,209,294559
26,209,676815
26,209,67964
26,222,1676681
26,373,98436
26,402,886567
26,406,367078
26,412,1406125
26,412,1537504
26,412,1571159
26,412,343297
26,412,794146
26,45,1024809
26,457,934589
26,488,176051
26,55,625229
26,55,837747
26,573,23647
26,680,755538
26,691,1649393
26,696,641405
26,713,1048140
26,726,570000
26,726,849810
26,822,321200
26,833,191629
26,833,194051
26,863,1626431
26,868,1256211
26,896,1280739
26,896,393409
26,900,1429859
26,900,598274
26,920,1320829
26,926,1456932
26,926,1505032
26,926,1539827
26,931,1711261
26,940,90044
27,1022,1196710
27,1033,1479785
27,1046,1625782
27,1046,454120
27,1064,1155121
27,1067,1024729
27,1072,1205668
27,1084,1661261
27,1099,426866
27,137,191593
27,177,23105
27,186,725666
27,23,1626021
27,239,614649
27,260,1059543
27,260,522711
27,278,780185
27,280,1584431
27,38,984712
27,412,1589572
27,421,182316
27,421,248986
27,421,355123
27,421,356384
27,421,48782
27,421,489413
27,421,723250
27,421,760698
27,421,905648
27,433,499199
27,517,1217632
27,544,1039192
27,544,1210893
27,544,942605
27,588,667739
27,588,836700
27,600,1632563
27,606,1711579
27,706,1453891
27,745,994197
27,747,1254064
27,747,1407214
27,747,177734
27,747,357942
27,747,866938
27,748,308834
27,748,369484
27,784,1251440
27,789,671165
27,789,717118
27,797,1394509
27,798,1663326
27,828,1429330
27,833,858550
27,874,415542
27,88,368011
27,885,335528
27,9,1349523
27,913,817609
27,937,1654115
27,956,742611
27,997,689229
28,256,1570288
28,465,270056
28,610,562210
29,1069,1077972
29,186,812940
29,192,1082869
29,192,1378608
29,192,221719
29,209,1030128
29,209,1086107
29,209,1152494
29,209,1157511
29,209,1350522
29,209,1554232
29,209,1664995
29,209,185213
29,209,274317
29,209,438029
29,209,484576
29,209,61626
29,209,892434
29,209,983489
29,21,431846
29,218,401806
29,222,138395
29,260,1510924
29,356,1596953
29,375,507506
29,408,1386758
29,412,1265361
29,467,603004
29,467,631972
29,543,430355
29,553,1269782
29,553,85945
29,588,1324406
29,588,1552398
29,661,1060896
29,661,1081612
29,661,1329668
29,661,1590802
29,661,620082
29,661,917670
29,771,1119867
29,827,228189
29,956,237578
29,956,315254
29,956,527707
29,956,984961
29,977,788611
29,990,22170
3,1016,652747
3,1021,96039
3,1022,1367747
3,1022,307129
3,1022,318879
3,1031,499668
3,1031,766025
3,1043,141081
3,1043,1443940
3,1043,1466168
3,105,567712
3,1061,911480
3,1078,227352
3,1078,581490
3,1101,599666
3,1108,1494963
3,1116,1087282
3,1128,618416
3,1136,410826
3,1136,517442
3,135,605522
3,140,1374537
3,140,149248
3,140,480603
3,140,651940
3,140,801014
3,140,812537
3,150,1370795
3,150,155637
3,150,625445
3,159,475443
3,170,1346420
3,170,135496
3,170,1374673
3,170,1393409
3,170,1487283
3,170,1489359
3,170,1493026
3,170,1499730
3,170,1534584
3,170,1641008
3,170,1680297
3,170,299582
3,170,592377
3,170,87536
3,19,1026318
3,19,150938
3,19,754036
3,195,1458036
3,195,316102
3,201,1265092
3,201,1622594
3,209,1010938
3,209,1013048
3,209,1028631
3,209,1048873
3,209,1077066
3,209,1116419
3,209,112841
3,209,1147027
3,209,1157081
3,209,1159990
3,209,1257683
3,209,1312277
3,209,1413895
3,209,1422186
3,209,1480338
3,209,154801
3,209,1596140
3,209,1636178
3,209,1699686
3,209,177139
3,209,189519
3,209,20541
3,209,214930
3,209,237910
3,209,279296
3,209,279733
3,209,302708
3,209,328145
3,209,413092
3,209,558736
3,209,621290
3,209,662981
3,209,724020
3,209,784465
3,209,790032
3,209,867295
3,209,869191
3,209,951690
3,222,357029
3,242,322912
3,252,939223
3,260,63277
3,260,706727
3,260,718775
3,260,767163
3,266,566441
3,266,877164
3,279,856987
3,281,795824
3,311,1327470
3,317,1124912
3,317,237026
3,317,732974
3,330,11205
3,330,1379400
3,345,1344770
3,357,397806
3,374,1210629
3,40,109060
3,40,1304652
3,40,571354
3,40,764909
3,40,955455
3,412,1219047
3,412,1388798
3,412,326473
3,412,419437
3,412,584511
3,417,1262735
3,425,1069970
3,425,708983
3,442,719214
3,446,388345
3,449,1352161
3,454,743190
3,475,1723469
3,484,13495
3,488,355792
3,488,474043
3,497,979390
3,497,996081
3,509,1254866
3,509,285389
3,521,22855
3,521,587683
3,523,858852
3,534,841879
3,548,872982
3,55,1150041
3,55,1574412
3,55,217984
3,55,454749
3,55,510066
3,55,58780
3,55,798349
3,588,154957
3,596,583728
3,605,548038
3,619,49549
3,620,1630762
3,631,1666167
3,653,81142
3,680,228582
3,716,1253827
3,722,604639
3,722,836186
3,728,1621602
3,732,534913
3,745,1648734
3,748,1627081
3,763,1349355
3,77,629810
3,789,1365691
3,789,607668
3,789,645417
3,797,1596286
3,797,997442
3,804,839757
3,826,1146044
3,826,1600714
3,828,1062284
3,828,1322770
3,828,1560742
3,828,382257
3,828,680721
3,828,918803
3,828,939233
3,833,1435398
3,833,226162
3,844,1490978
3,853,1019046
3,865,39882
3,900,236413
3,926,1272008
3,926,723284
3,926,730565
3,927,861932
3,928,101759
3,928,1179288
3,928,1280279
3,928,1460199
3,928,185582
3,928,339343
3,928,833405
3,932,587884
3,937,1135696
3,937,1582601
3,937,579350
3,937,679831
3,940,1575159
3,940,900543
3,98,744499
3,991,90084
30,1017,315591
30,1022,1188210
30,1043,247369
30,1052,257796
30,107,615963
30,1103,978575
30,1105,124130
30,1114,325003
30,1114,970580
30,148,1202245
30,148,1214176
30,148,1645903
30,148,18711
30,148,198466
30,148,396016
30,148,424525
30,148,732702
30,150,63127
30,175,1401699
30,18,1540476
30,209,991265
30,227,1159096
30,227,775876
30,260,1260633
30,260,603125
30,270,998924
30,283,1718507
30,299,1219116
30,317,284943
30,337,390457
30,341,1063165
30,365,1369032
30,398,1068878
30,40,1668489
30,400,1721177
30,417,613040
30,529,76973
30,534,768763
30,591,1443481
30,733,90334
30,733,935817
30,748,1616932
30,874,1323630
30,874,404232
30,971,86423
30,977,659308
31,10,775402
31,1016,1129800
31,1016,425352
31,1022,849653
31,1033,591364
31,1033,825778
31,1046,181052
31,1046,437774
31,1087,112059
31,1091,1410227
31,1091,407982
31,1114,1406402
31,1114,192113
31,1114,325718
31,1114,663352
31,112,1156503
31,153,837255
31,186,614760
31,186,821913
31,186,868328
31,190,1272194
31,193,1585075
31,2,626255
31,20,1499081
31,205,1002046
31,211,781372
31,222,1478067
31,289,1120800
31,289,1264724
31,315,745257
31,331,1036032
31,343,891502
31,351,1069102
31,373,1455631
31,373,1491873
31,373,569960
31,39,1353058
31,39,629314
31,399,20014
31,418,1302923
31,418,432435
31,418,492467
31,423,1517246
31,45,261613
31,461,749951
31,500,1138632
31,514,278053
31,568,1582753
31,568,201788
31,581,674893
31,581,786358
31,586,723845
31,586,867829
31,621,632217
31,621,956758
31,641,636085
31,654,1029074
31,66,1035338
31,66,1226467
31,66,1495913
31,66,220491
31,666,816081
31,743,1021135
31,743,1194576
31,743,1373498
31,743,1494158
31,743,197243
31,758,434429
31,761,1646536
31,782,1018118
31,797,404933
31,797,723828
31,822,63756
31,883,1285925
31,883,1331378
31,926,1144155
31,937,117086
31,972,273491
31,977,1291529
31,977,327157
31,977,627042
31,980,1014686
31,980,1165313
31,980,1192982
31,980,1202794
31,980,1244044
31,980,1260401
31,980,157172
31,980,1629869
31,980,345690
31,980,391198
31,980,525640
31,980,982161
31,987,246491
32,148,1384583
32,148,1420894
32,148,263527
32,402,721514
32,735,1371946
33,101,1033979
33,101,1040024
33,101,1055109
33,101,1059430
33,101,1224931
33,101,1256216
33,101,1348506
33,101,1537645
33,101,1541742
33,101,200541
33,101,368944
33,101,848890
33,101,883588
33,1022,656837
33,1031,834845
33,1043,1403436
33,1043,1586365
33,1043,751929
33,1091,1054777
33,1091,1065458
33,1091,644628
33,1091,961198
33,1101,713583
33,1110,828996
33,1114,956979
33,148,83490
33,154,582019
33,200,39774
33,213,247819
33,213,323636
33,23,569678
33,256,1722260
33,256,679242
33,285,1604572
33,285,696416
33,285,776739
33,317,1230547
33,334,570491
33,342,1661409
33,343,727180
33,402,918672
33,406,1707720
33,417,1526397
33,420,328411
33,485,427215
33,508,1288803
33,512,1248778
33,542,1220347
33,542,205934
33,542,320504
33,542,637117
33,542,673566
33,542,787288
33,55,443268
33,563,1223644
33,563,1269653
33,563,1585130
33,563,1653335
33,563,606087
33,563,751225
33,563,830525
33,563,979704
33,578,1408710
33,602,987370
33,605,595426
33,614,1062987
33,649,1220869
33,649,1222265
33,649,1590233
33,649,1640737
33,649,1712775
33,649,272784
33,649,418570
33,649,454134
33,649,473612
33,649,559579
33,649,684800
33,649,772831
33,649,895804
33,666,297627
33,676,203890
33,711,1571618
33,725,1678169
33,736,432397
33,740,601720
33,789,1057130
33,828,191870
33,838,1349770
33,841,1394125
33,853,1172878
33,866,43060
33,869,783092
33,891,599287
33,893,1376218
33,893,1437676
33,893,710539
33,893,918584
33,900,1199873
33,91,1362304
33,93,1076035
33,93,1230819
33,93,1300875
33,93,1383280
33,93,1489963
33,93,152349
33,93,37009
33,93,596384
33,949,1343530
33,95,103404
33,95,1048163
33,95,1159148
33,95,1268801
33,95,1420521
33,95,159409
33,95,510696
33,95,623234
33,95,72049
33,95,774318
33,95,847707
33,95,99729
33,958,1579379
34,10,386832
34,1016,1502397
34,1016,660890
34,146,1662392
34,256,1482720
34,256,491426
34,256,956564
34,402,858701
34,412,1576679
34,449,128490
34,449,25585
34,527,997505
34,567,1214927
34,605,741703
34,605,960093
34,691,1272341
34,691,1447803
34,691,183599
34,733,1097175
34,733,283994
34,733,502408
34,733,726552
34,797,1222656
34,797,1281084
34,797,1404943
34,797,598503
34,833,1540707
35,1006,158071
35,1006,962311
35,1032,1307839
35,1032,1318349
35,1032,1574735
35,1032,327264
35,1057,1467761
35,137,1120166
35,137,1188207
35,137,1457811
35,137,1519747
35,137,1665528
35,137,429572
35,137,721523
35,169,1597480
35,190,1147532
35,190,253412
35,190,576705
35,190,805974
35,190,974749
35,209,1240120
35,209,1298536
35,209,1321843
35,209,1475475
35,209,1631383
35,209,335117
35,209,398614
35,209,532330
35,209,602525
35,209,651805
35,209,682896
35,209,902212
35,218,1314333
35,222,1723464
35,312,1670897
35,39,1198043
35,39,120669
35,39,326929
35,39,371703
35,39,599596
35,39,731101
35,39,987613
35,40,101400
35,402,612720
35,412,1358529
35,412,1623766
35,432,122683
35,436,1717688
35,436,559486
35,436,615112
35,45,1563951
35,45,863738
35,467,1144166
35,467,1263848
35,467,1341810
35,467,141920
35,467,1457081
35,467,1500676
35,467,1666072
35,467,188150
35,467,376280
35,467,462706
35,467,6705
35,467,719501
35,472,113850
35,544,1344729
35,544,180300
35,544,287748
35,553,1085629
35,553,1223871
35,553,538770
35,569,810254
35,581,800307
35,588,1124758
35,593,453244
35,600,1524825
35,600,1542569
35,600,1622416
35,623,1573214
35,639,719564
35,675,1657285
35,690,1023682
35,690,1683461
35,690,605846
35,690,668755
35,714,1117677
35,714,678118
35,730,380309
35,748,1413443
35,822,1040805
35,822,1271029
35,822,1584273
35,822,417914
35,822,494423
35,833,1210783
35,833,1261
35,833,150091
35,833,362537
35,833,407612
35,833,553499
35,833,765934
35,834,1666793
35,836,271319
35,84,1240378
35,84,808603
35,840,456169
35,881,1554910
35,929,479687
35,937,107196
35,97,318024
36,1014,1553083
36,1079,703308
36,1101,1606910
36,148,705017
36,186,1613198
36,211,1259581
36,218,1243080
36,256,1337674
36,28,972450
36,369,270373
36,396,1056802
36,396,1275029
36,396,310053
36,396,320947
36,396,466796
36,396,550863
36,396,754778
36,396,873695
36,577,150023
36,703,807212
36,790,253427
36,794,1325556
36,814,925701
36,822,740418
36,828,1229748
36,833,187469
36,900,1313759
36,978,185065
37,1016,1725208
37,1040,640014
37,150,1709279
37,165,1460347
37,178,827633
37,23,324983
37,242,1215259
37,256,674938
37,286,1594221
37,286,93013
37,289,1236442
37,289,1366906
37,289,403895
37,289,405526
37,289,406671
37,289,720968
37,289,748853
37,289,796408
37,289,942176
37,295,563186
37,39,964144
37,399,1348069
37,399,441410
37,402,1239303
37,402,1333902
37,402,186275
37,402,738926
37,402,940659
37,439,1568759
37,439,243783
37,449,1709087
37,449,629814
37,47,786561
37,497,1721703
37,544,1608987
37,55,1576842
37,579,1462855
37,586,1583130
37,605,135093
37,605,786384
37,666,1076131
37,666,142870
37,666,1608442
37,666,374964
37,666,511162
37,666,543395
37,666,661983
37,666,870419
37,673,510570
37,691,1551110
37,691,1684451
37,691,512157
37,740,1109201
37,740,1246541
37,740,162194
37,740,75140
37,740,964274
37,740,968148
37,778,317407
37,778,676727
37,789,1340465
37,789,136876
37,789,1426547
37,789,311076
37,789,59333
37,797,837370
37,811,123045
37,811,645010
37,847,979797
37,854,208335
37,87,573743
37,874,884380
37,9,1491574
37,900,1285281
37,926,1003754
37,926,1576631
37,937,1025410
37,937,1437710
37,937,668508
37,937,731543
37,937,870448
37,940,225498
37,940,638776
37,965,71784
37,97,1102196
37,97,1392509
37,97,1468568
37,97,822239
37,97,945931
37,977,777869
37,977,951273
37,993,1113456
37,993,1716259
37,993,178911
37,993,261641
37,993,905307
37,993,952330
38,1023,638494
38,115,1298526
38,137,1076941
38,148,1378454
38,148,375795
38,175,322613
38,222,315996
38,675,1616829
38,833,723280
39,1016,939000
39,1020,1415323
39,1040,398777
39,1150,851742
39,17,1502484
39,17,172658
39,170,176460
39,170,178359
39,170,194727
39,170,322694
39,170,797497
39,201,147910
39,201,1692506
39,209,1214108
39,209,1262736
39,209,1448891
39,209,1715012
39,209,333096
39,209,334564
39,209,547843
39,209,58440
39,209,815165
39,209,909440
39,218,323196
39,222,645020
39,243,1599362
39,260,1414665
39,290,56258
39,314,134810
39,501,1212253
39,58,732064
39,642,429690
39,646,1495141
39,646,271449
39,646,327250
39,663,229799
39,7,865867
39,77,295225
39,822,1139486
39,828,325607
39,850,172129
39,850,400555
39,881,1546669
39,904,21338
39,97,1236952
39,97,1688738
39,97,320935
39,97,651982
4,1075,764786
4,108,3231
4,1114,32365
4,127,1547907
4,148,1562440
4,197,966509
4,209,276603
4,222,942006
4,253,543491
4,253,934665
4,27,732468
4,293,167294
4,36,1049929
4,36,980871
4,40,275804
4,402,1123291
4,402,150348
4,412,1268439
4,417,142355
4,477,1118231
4,485,223950
4,488,1031435
4,489,440711
4,55,1507023
4,552,427126
4,586,1264061
4,615,1443219
4,673,995054
4,689,628490
4,743,1702725
4,77,1103490
4,797,780390
4,900,1302973
4,919,928574
4,937,1230438
4,937,548907
4,940,893788
4,951,1642012
4,985,898548
4,99,1016797
40,1011,416698
40,1016,440919
40,1016,477300
40,1016,562906
40,1031,86153
40,1043,1265925
40,1043,399889
40,1062,1566268
40,1064,520448
40,1066,1288891
40,1070,1330572
40,1101,1556825
40,1101,309872
40,1114,1261038
40,1114,1284396
40,1114,1618376
40,1114,1670128
40,1114,231801
40,1114,844977
40,1142,1189425
40,12,740001
40,136,575351
40,137,863351
40,150,1210795
40,150,1635452
40,164,1165216
40,189,389723
40,192,1187521
40,192,1384172
40,192,309427
40,192,948206
40,208,486307
40,208,647056
40,209,1301133
