stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type
Padborg st,,660758,54.82425,9.358803,1
Padborg st,660758,591002,54.82425,9.358803,
Paderborn Hbf,,526917,51.71298,8.740509,1
Paderborn Hbf,526917,187268,51.712795,8.740401,
Paderborn Hbf,526917,379993,51.71298,8.740505,
Paderborn Hbf,526917,662931,51.712894,8.740338,
Padova,,99064,45.417824,11.88062,1
Padova,99064,310522,45.417824,11.88062,
Papenburg(Ems),167709,664474,53.089706,7.386708,
"Papenburg, Bahnhof",,167709,53.090424,7.388122,1
Pardubice hl.n.,,367324,50.03174,15.756211,1
Pardubice hl.n.,367324,81189,50.03174,15.756211,
Paris Est,,282134,48.876976,2.35912,1
Paris Est,282134,459080,48.876976,2.35912,
Pasewalk,,379887,53.515038,13.989293,1
Pasewalk,379887,251298,53.515354,13.988875,
Pasewalk,379887,574215,53.51519,13.988988,
Pasing,,396150,48.149143,11.460697,1
Pasing,396150,255076,48.14933,11.458901,
Pasing,396150,664668,48.149197,11.459296,
Passau Hbf,,628271,48.57363,13.45078,1
Passau Hbf,628271,504877,48.57363,13.450776,
"Passau, Hbf",628271,42025,48.574203,13.451643,
"Passau, Hbf",628271,61586,48.574352,13.452756,
Peine,348809,102772,52.318916,10.231892,
Peine,348809,578618,52.31896,10.232197,
"Peine, Bahnhof",,348809,52.318928,10.232422,1
Pforzheim Hauptbahnhof,,414851,48.89365,8.703453,1
Pforzheim Hbf,414851,128506,48.89421,8.702699,
Pforzheim Hbf,414851,367463,48.89414,8.702699,
Plattling,,644184,48.77962,12.863938,1
Plattling,644184,668994,48.779617,12.86394,
"Plattling, Bahnhof",644184,447045,48.778976,12.864647,
"Plattling, Bahnhof",644184,584540,48.778957,12.864414,
"Plett., Bahnhof",,454813,51.231934,7.86891,1
Plettenberg,454813,22449,51.23197,7.868424,
Plettenberg,454813,352184,51.231853,7.869044,
Plochingen,,193047,48.71294,9.411299,1
Plochingen,193047,609401,48.71296,9.411353,
Potsdam Hbf,374502,246793,52.391422,13.066721,
Potsdam Hbf,374502,464953,52.391666,13.066749,
Poznan Glowny,,136884,52.401993,16.91087,1
Poznan Glowny,136884,578676,52.401993,16.91087,
Pragersko,,96956,46.39538,15.662046,1
Pragersko,96956,325677,46.39538,15.662046,
Praha hl.n.,,24939,50.08306,14.436039,1
Praha hl.n.,24939,565961,50.08306,14.436039,
Praha-Holesovice,,518890,50.110214,14.440013,1
Praha-Holesovice,518890,132156,50.110214,14.440013,
Prenzlau,564838,274809,53.321636,13.866409,
Prenzlau,564838,331775,53.32162,13.86654,
"Prenzlau, Bahnhof",,564838,53.321613,13.866558,1
Prien am Chiemsee,,94508,47.8547,12.34685,1
Prien am Chiemsee,94508,236233,47.854458,12.346733,
Prien am Chiemsee,94508,639957,47.85454,12.346697,
Prien am Chiemsee,94508,87654,47.855515,12.346615,
Przemysl Glowny,,337085,49.78366,22.776363,1
Przemysl Glowny,337085,269807,49.78366,22.776363,
Przemysl Zasanie,,159714,49.79363,22.774115,1
Przemysl Zasanie,159714,632701,49.79363,22.774115,
Przeworsk,,252360,50.067215,22.503357,1
Przeworsk,252360,74996,50.067215,22.503357,
RV Bahnhof,,24956,47.784554,9.606673,1
Radolfzell,610138,132232,47.735676,8.969058,
Radolfzell,610138,432753,47.735714,8.969103,
Radolfzell,610138,468299,47.735874,8.968984,
Radolfzell Bahnhof,,610138,47.735924,8.969031,1
Radstadt,,19023,47.38424,13.467809,1
Radstadt,19023,237081,47.38424,13.467809,
Rankweil,,535510,47.273018,9.637252,1
Rankweil,535510,16849,47.273018,9.637252,
Rathenow,505521,266396,52.59958,12.354209,
"Rathenow, Bahnhof",,505521,52.600105,12.354617,1
Ravensburg,24956,10331,47.78441,9.605964,
Ravensburg,24956,22946,47.784374,9.606126,
Recklinghausen Hbf,,21437,51.61598,7.201371,1
Recklinghausen Hbf,21437,381184,51.61667,7.203509,
Recklinghausen Hbf,21437,539064,51.61636,7.20349,
Regensburg Hbf,,543917,49.01167,12.099624,1
Regensburg Hbf,543917,228821,49.012466,12.100397,
Regensburg Hbf,543917,236935,49.011673,12.099617,
Remagen,95088,364033,50.577003,7.23027,
Remagen Bf,,95088,50.57721,7.229767,1
Rendsburg,,211819,54.302097,9.671307,1
Rendsburg,211819,294556,54.302155,9.671009,
Rheine,256786,142331,52.275906,7.435158,
Rheine,256786,144601,52.275837,7.434987,
Rheine,256786,408756,52.27575,7.434754,
"Rheine, Bahnhof",,256786,52.2763,7.43426,1
Rheydt Hbf,457533,166543,51.162872,6.439879,
Rheydt Hbf,457533,641820,51.162872,6.439456,
Ribnitz-Damgarten West,,358643,54.23918,12.436968,1
Ribnitz-Damgarten West,358643,125909,54.2392,12.437373,
Ribnitz-Damgarten West,358643,367070,54.239265,12.437355,
Riesa,144281,258556,51.309654,13.287734,
Riesa,144281,359347,51.30983,13.288293,
Riesa,144281,385442,51.309734,13.288329,
Riesa Busbf/Bahnhof,,144281,51.3094,13.288383,1
Ringsheim/Europa-Park,,672408,48.248672,7.773023,1
Ringsheim/Europa-Park,672408,34782,48.248688,7.772987,
Ringsted st,,115373,55.438038,11.786155,1
Ringsted st,115373,8058,55.438038,11.786155,
Roedekro st,,121237,55.069687,9.332754,1
Roedekro st,121237,348629,55.069687,9.332754,
Rosenheim,,7010,47.851257,12.118983,1
Rosenheim,7010,231147,47.851177,12.117824,
Rosenheim,7010,306832,47.851257,12.11795,
Rosenheim,7010,430734,47.851078,12.118103,
Rosenheim,7010,44328,47.850994,12.118372,
Rosenheim,7010,647101,47.85108,12.118516,
Rosenheim,7010,676046,47.851154,12.118264,
Rostock Hauptbahnhof,,439368,54.07818,12.130724,1
Rostock Hbf,439368,148382,54.077587,12.132206,
Rostock Hbf,439368,290275,54.078552,12.130059,
Rostock Hbf,439368,498460,54.07861,12.130176,
Rostock Hbf,439368,517691,54.078526,12.1304,
Rostock Hbf,439368,97290,54.078262,12.131398,
Rottweil,530729,400149,48.165527,8.63988,
Rottweil,530729,400257,48.16566,8.639871,
Rottweil,530729,403925,48.165314,8.639889,
Rottweil,530729,4112,48.165302,8.639295,
Rottweil,530729,604555,48.165474,8.63988,
Rottweil Bahnhof,,530729,48.165253,8.640661,1
Rovereto,,205133,45.891174,11.034067,1
Rovereto,205133,579493,45.89096,11.033601,
Rudolstadt (Thüringen),,277670,50.718,11.339156,1
Rudolstadt(Thür),277670,652478,50.71793,11.338899,
Rzepin,,101240,52.350224,14.815073,1
Rzepin,101240,292030,52.350224,14.815073,
Rzeszow Glowny,,489763,50.043114,22.006798,1
Rzeszow Glowny,489763,393214,50.043114,22.006798,
S Bernau Bhf,,460813,52.675686,13.592695,1
S Charlottenburg Bhf (Berlin),,19539,52.50473,13.303862,1
S Königs Wusterhausen Bhf,,633378,52.296963,13.631305,1
S Königs Wusterhausen Bhf,633378,612337,52.296642,13.631479,
S Oranienburg Bhf,,675042,52.754486,13.248311,1
S Ostbahnhof (Berlin),,615608,52.51033,13.435086,1
S Ostkreuz Bhf (Berlin),,201608,52.503113,13.469221,1
S Potsdam Hauptbahnhof,,374502,52.391445,13.067157,1
S Schönefeld (bei Berlin) Bhf,,542271,52.390907,13.513046,1
S Spandau Bhf (Berlin),,145229,52.534798,13.197477,1
S Südkreuz Bhf (Berlin),,468954,52.475502,13.365552,1
S Wannsee Bhf (Berlin),,96599,52.421726,13.178932,1
S+U Berlin Hauptbahnhof,,57387,52.525604,13.369075,1
S+U Gesundbrunnen Bhf (Berlin),,63434,52.548637,13.388372,1
S+U Lichtenberg Bhf (Berlin),,211920,52.510674,13.498359,1
S+U Zoologischer Garten Bhf (Berlin),,256748,52.50692,13.332707,1
Saalfeld (Saale),,475474,50.65049,11.374546,1
Saalfeld(Saale),475474,7195,50.650272,11.374583,
Saalfelden,,153366,47.426857,12.829765,1
Saalfelden,153366,92668,47.426857,12.829765,
Saarbrücken Hbf,,71467,49.24107,6.99102,1
Saarbrücken Hbf,71467,124738,49.241085,6.990951,
Saarbrücken Hbf,71467,305303,49.241066,6.991021,
Saarbrücken Hbf,71467,411768,49.241337,6.991009,
Saarbrücken Hbf,71467,616833,49.241283,6.991011,
Saarbrücken Hbf,71467,622378,49.24148,6.991045,
Salzburg Hbf,,32817,47.81305,13.04582,1
Salzburg Hbf,32817,492150,47.81305,13.04582,
Salzburg Süd,,241916,47.770226,13.078491,1
Salzburg Süd,241916,160608,47.770226,13.078491,
Salzwedel,,40859,52.858112,11.162035,1
Salzwedel,40859,291329,52.858112,11.162035,
Sargans,,565508,47.044823,9.44626,1
Sargans,565508,674406,47.044823,9.44626,
Schaffhausen,,237600,47.69828,8.632756,1
Schaffhausen,237600,397820,47.69828,8.632756,
Schladming,,501977,47.393826,13.678151,1
Schladming,501977,489603,47.393826,13.678151,
Schleswig,,308180,54.499516,9.538149,1
Schleswig,308180,637034,54.49946,9.53814,
Schorndorf,,359818,48.80694,9.52569,1
Schorndorf,359818,165912,48.806984,9.525861,
Schorndorf,359818,47766,48.80708,9.52578,
Schwarzach-St.Veit,,117617,47.318535,13.154464,1
Schwarzach-St.Veit,117617,616067,47.318535,13.154464,
Schwerin Hauptbahnhof,,246825,53.6347,11.407499,1
Schwerin Hbf,246825,260020,53.63474,11.407455,
Schwerin Hbf,246825,460117,53.63563,11.407544,
Schwerin Hbf,246825,524896,53.635628,11.407445,
Schwäbisch Gmünd,656307,248211,48.80097,9.787504,
Schwäbisch Gmünd,656307,371467,48.801086,9.788097,
Schärding,,573727,48.46372,13.442511,1
Schärding,573727,367184,48.46372,13.442511,
Schöna(Gr),,256095,50.860054,14.222133,1
Schöna(Gr),256095,615376,50.860054,14.222133,
Schönefeld(bei Berlin),542271,393969,52.39115,13.512816,
Seefeld in Tirol,,356630,47.32873,11.189483,1
Seefeld in Tirol,356630,113967,47.32873,11.189483,
Selzthal,,151426,47.550243,14.312841,1
Selzthal,151426,90384,47.550243,14.312841,
Semmering,,548612,47.639553,15.830923,1
Semmering,548612,368532,47.639553,15.830923,
Sevnica,,373879,46.009678,15.301231,1
Sevnica,373879,509752,46.009678,15.301231,
Siegburg Bf,,454998,50.793907,7.203024,1
Siegburg/Bonn,454998,194382,50.79388,7.202485,
Siegburg/Bonn,454998,277688,50.79396,7.20262,
Siegen Hbf,,522943,50.87594,8.016512,1
Siegen Hbf,522943,322087,50.876507,8.01715,
Siegen Hbf,522943,668466,50.876408,8.017311,
Siegen-Weidenau,491269,12496,50.8958,8.029959,
Siegen-Weidenau,491269,525252,50.895786,8.02978,
Siegen-Weidenau Bf,,491269,50.895966,8.029843,1
Singen (Htw) Bahnhof,,647936,47.75903,8.841408,1
Singen(Hohentwiel),647936,176386,47.7586,8.840231,
Singen(Hohentwiel),647936,277937,47.75892,8.841381,
Singen(Hohentwiel),647936,30173,47.75876,8.841471,
Singen(Hohentwiel),647936,362320,47.75903,8.841219,
Singen(Hohentwiel),647936,92211,47.75888,8.841269,
Sissach,,78154,47.46264,7.811977,1
Sissach,78154,568320,47.46264,7.811977,
Skawina,,54329,49.977108,19.821957,1
Skawina,54329,1081,49.977108,19.821957,
Soest,365432,171998,51.5783,8.105409,
Soest,365432,248295,51.57842,8.104589,
Soest,365432,674031,51.57819,8.105337,
"Soest, Bahnhof",,365432,51.57842,8.104592,1
Solingen Hbf,,501749,51.16073,7.003688,1
Solingen Hbf,501749,268464,51.160767,7.004187,
Solingen Hbf,501749,339194,51.161083,7.004119,
Solingen Hbf,501749,626945,51.161087,7.003985,
Sonthofen,,552737,47.51324,10.272343,1
Sonthofen,552737,528533,47.513405,10.272181,
Sopot,,510500,54.440166,18.562323,1
Sopot,510500,84284,54.440166,18.562323,
Spaichingen,76654,19178,48.06899,8.740147,
Spaichingen,76654,649646,48.068832,8.741704,
Spaichingen,76654,92078,48.068996,8.741704,
Spaichingen Bahnhof,,76654,48.06909,8.74094,1
Spiez,,349317,46.686398,7.680103,1
Spiez,349317,596949,46.686398,7.680103,
St Georgen(Schwarzw),134603,248346,48.123955,8.342187,
St Georgen(Schwarzw),134603,68622,48.123898,8.342187,
St. Anton am Arlberg,,662592,47.12733,10.267088,1
St. Anton am Arlberg,662592,449633,47.12733,10.267088,
St. Gallen(CH),,259564,47.42318,9.369897,1
St. Gallen(CH),259564,65408,47.42318,9.369897,
St. Georgen (Schwarzw) Bahnhof,,134603,48.123844,8.342133,1
St. Johann im Pongau,,659995,47.348377,13.194961,1
St. Johann im Pongau,659995,656773,47.348377,13.194961,
St. Johann in Tirol,,566267,47.51962,12.430775,1
St. Johann in Tirol,566267,359402,47.51962,12.430775,
St. Margrethen SG,,594138,47.453217,9.638262,1
St. Margrethen SG,594138,528108,47.453217,9.638262,
St. Valentin,,398185,48.179146,14.521846,1
St. Valentin,398185,225975,48.179146,14.521846,
St.Michael in Obersteiermark,,3292,47.346622,15.009187,1
St.Michael in Obersteiermark,3292,600179,47.346622,15.009187,
St.Pölten Hbf,,608701,48.208275,15.624683,1
St.Pölten Hbf,608701,482837,48.208275,15.624683,
Stadt Rottenmann,,418823,47.52723,14.367174,1
Stadt Rottenmann,418823,309,47.52723,14.367174,
Stadtroda,,126522,50.86817,11.723213,1
Stadtroda,126522,473577,50.868217,11.722792,
Stainach-Irdning,,114819,47.529194,14.106753,1
Stainach-Irdning,114819,16232,47.529194,14.106753,
Steinach (b Rothenburg o.d.T.),,250636,49.45322,10.273538,1
Steinach(bei Rothenburg ob der Tauber),250636,439399,49.453743,10.273295,
Steinach(bei Rothenburg ob der Tauber),250636,653710,49.453003,10.274113,
Stendal Hbf,,663415,52.594723,11.854412,1
Stendal Hbf,663415,117675,52.594837,11.855358,
Stendal Hbf,663415,151536,52.594723,11.855409,
Stendal Hbf,663415,323875,52.594658,11.855434,
Stendal Hbf,663415,551177,52.59494,11.85532,
Stendal Hbf,663415,598346,52.594784,11.855384,
Stendal Hbf,663415,70415,52.594585,11.855459,
Stralsund Hauptbahnhof,,212446,54.309105,13.077773,1
Stralsund Hbf,212446,104023,54.30801,13.078087,
Stralsund Hbf,212446,218118,54.308075,13.078294,
Stralsund Hbf,212446,232091,54.30812,13.078464,
Stralsund Hbf,212446,420908,54.30815,13.07859,
Stralsund Hbf,212446,444060,54.308174,13.078698,
Stralsund Hbf,212446,519805,54.308624,13.077321,
Stralsund Hbf,212446,71099,54.308037,13.078177,
Strasbourg,,593381,48.58534,7.734067,1
Strasbourg,593381,490882,48.58534,7.734067,
Straubing,,360677,48.877007,12.574114,1
Straubing,360677,32690,48.876938,12.574492,
Sturovo,,89779,47.800125,18.67992,1
Sturovo,89779,560845,47.800125,18.67992,
Stuttgart Hbf,524527,487993,48.784084,9.181635,
Stuttgart Hbf,524527,516452,48.784748,9.183217,
Stuttgart-Vaihingen,225994,157626,48.72628,9.113226,
Sulz (Neckar) Bahnhof,,528677,48.367237,8.637724,1
Sulz(Neckar),528677,116445,48.366486,8.636748,
Sulz(Neckar),528677,642167,48.367573,8.637867,
Swiebodzin,,226096,52.245144,15.53954,1
Swiebodzin,226096,72207,52.245144,15.53954,
Szob,,28418,47.821,18.862057,1
Szob,28418,307054,47.821,18.862057,
Szob(Gr),,607266,47.824898,18.844774,1
Szob(Gr),607266,364849,47.824898,18.844774,
Tarnow,,517421,50.0054,20.97418,1
Tarnow,517421,154859,50.0054,20.97418,
Tatabanya,,190630,47.58493,18.393612,1
Tatabanya,190630,18071,47.58493,18.393612,
Tczew,,532656,54.09732,18.790155,1
Tczew,532656,627399,54.09732,18.790155,
Telfs-Pfaffenhofen,,534114,47.30071,11.078869,1
Telfs-Pfaffenhofen,534114,93014,47.30071,11.078869,
Thun,,215496,46.754692,7.629414,1
Thun,215496,450830,46.754692,7.629414,
Tinglev st,,484414,54.936172,9.258234,1
Tinglev st,484414,120207,54.936172,9.258234,
Tourist - Information,545058,74186,47.41078,10.277203,
Traunstein,,381716,47.86973,12.638802,1
Traunstein,381716,197071,47.868744,12.638541,
Traunstein,381716,643462,47.869728,12.638801,
Traunstein Bahnhof,381716,578939,47.86896,12.638703,
Trento,,674030,46.07229,11.1189,1
Trento,674030,40796,46.07229,11.1189,
Treuchtlingen,,165928,48.96127,10.908162,1
Treuchtlingen,165928,250228,48.96105,10.907919,
Treuchtlingen,165928,27997,48.961014,10.908198,
Treuchtlingen,165928,546735,48.961037,10.907991,
Treysa,,232830,50.91066,9.185673,1
Treysa,232830,606491,50.91066,9.185673,
Tullnerfeld,,258583,48.295235,15.996536,1
Tullnerfeld,258583,544438,48.295235,15.996536,
Tuttlingen,654146,346193,47.98054,8.798271,
Tuttlingen,654146,558942,47.980232,8.798486,
Tuttlingen,654146,612158,47.98058,8.798542,
Tuttlingen Bahnhof,,654146,47.980335,8.79942,1
Tutzing,,553962,47.9074,11.273731,1
Tutzing,553962,142402,47.907143,11.27289,
Tutzing,553962,375133,47.907097,11.272716,
Tutzing,553962,425412,47.90803,11.274117,
Uelzen,,429864,52.96979,10.553017,1
Uelzen,429864,446296,52.969837,10.55279,
Ulm Hauptbahnhof,,139144,48.399364,9.984146,1
Ulm Hbf,139144,520436,48.399345,9.982816,
Ulm Hbf,139144,5349,48.3994,9.982608,
Ulm Hbf,139144,653265,48.399345,9.982933,
Usti nad Labem hl.n.,,522898,50.65956,14.044728,1
Usti nad Labem hl.n.,522898,594503,50.65956,14.044728,
Usti nad Labem-Strekov,,291144,50.64979,14.048374,1
Usti nad Labem-Strekov,291144,568239,50.64979,14.048374,
Utrecht Centraal,,613442,52.089397,5.109861,1
Utrecht Centraal,613442,211349,52.089397,5.109861,
Vac,,653849,47.782726,19.13306,1
Vac,653849,537214,47.782726,19.13306,
Vaihingen,,225994,48.72698,9.113912,1
Vaihingen (E),,390286,48.94815,8.957578,1
Vaihingen(Enz),390286,264519,48.948746,8.956868,
Vaihingen(Enz),390286,483715,48.948116,8.957632,
Vaihingen(Enz),390286,618584,48.948555,8.956527,
Vamdrup st,,97935,55.428093,9.286454,1
Vamdrup st,97935,492088,55.428093,9.286454,
Velgast,,41529,54.277256,12.803149,1
Velgast,41529,219637,54.277435,12.803131,
Velgast,41529,329436,54.27737,12.803167,
Venezia Mestre,,530367,45.481907,12.231898,1
Venezia Mestre,530367,318540,45.481907,12.231898,
Venezia Santa Lucia,,191526,45.441395,12.320459,1
Venezia Santa Lucia,191526,236873,45.441395,12.320459,
Venlo,,493663,51.364407,6.171838,1
Venlo,493663,54181,51.364407,6.171838,
Venlo(Gr),,193605,51.340893,6.192712,1
Venlo(Gr),193605,503016,51.340893,6.192712,
Verden(Aller),,153886,52.920864,9.237906,1
Verden(Aller),153886,317711,52.92083,9.237933,
Verona Porta Nuova,,240131,45.428658,10.982739,1
Verona Porta Nuova,240131,109501,45.428658,10.982739,
Vicenza,,553,45.5411,11.540777,1
Vicenza,553,599642,45.5411,11.540777,
Viersen,645564,119386,51.254642,6.404907,
Viersen,645564,280030,51.254646,6.404997,
Viersen Bahnhof,,645564,51.2545,6.404,1
Villingen Busbahnhof,,446205,48.057804,8.465427,1
Villingen(Schwarzw),446205,359264,48.057617,8.465553,
Villingen(Schwarzw),446205,480960,48.05771,8.465588,
Visp,,653313,46.29403,7.881465,1
Visp,653313,564954,46.29403,7.881465,
Vojens st,,471209,55.248478,9.304915,1
Vojens st,471209,279468,55.248478,9.304915,
Vöcklabruck,,517075,48.010067,13.663703,1
Vöcklabruck,517075,594434,48.010067,13.663703,
Wabern(Bz Kassel),,623632,51.103134,9.35804,1
Wabern(Bz Kassel),623632,117453,51.103134,9.35804,
Wanne-Eickel Hbf,462042,173341,51.531258,7.165783,
Wanne-Eickel Hbf,462042,563592,51.531303,7.166328,
Wanne-Eickel Hbf,462042,670798,51.531357,7.166247,
Wanne-Eickel Hbf,462042,673019,51.531445,7.166122,
Warburg(Westf),551223,401173,51.49288,9.164163,
Warburg(Westf),551223,65098,51.492992,9.164235,
"Warburg, Bahnhof",,551223,51.492954,9.163849,1
Waren (Müritz) Bahnhof,,661582,53.52151,12.681077,1
Waren(Müritz),661582,175567,53.521687,12.680672,
Waren(Müritz),661582,88965,53.52164,12.680484,
Warszawa Centralna,,450506,52.22886,21.003235,1
Warszawa Centralna,450506,513491,52.22886,21.003235,
Warszawa Wschodnia,,477038,52.25155,21.052336,1
Warszawa Wschodnia,477038,44059,52.25155,21.052336,
Warszawa Zachodnia,,150729,52.21997,20.965246,1
Warszawa Zachodnia,150729,547346,52.21997,20.965246,
Weil am Rhein,218694,435287,47.59368,7.608245,
Weil am Rhein,218694,50567,47.59364,7.608497,
Weil am Rhein,218694,80534,47.593655,7.60838,
Weil am Rhein Bahnhof,,218694,47.593693,7.608739,1
Weilheim,,380245,47.845108,11.143502,1
Weilheim(Oberbay),380245,559336,47.845955,11.14423,
Weilheim(Oberbay),380245,650098,47.845417,11.143017,
Weimar,,494669,50.991486,11.326463,1
Weimar,494669,538670,50.991486,11.326458,
Weinheim(Bergstr)Hbf,389673,321429,49.553547,8.665607,
Weinheim(Bergstr)Hbf,389673,78653,49.55361,8.665401,
"Weinheim, Hauptbahnhof",,389673,49.55333,8.665697,1
Weißenfels,,480509,51.204617,11.970926,1
Weißenfels,480509,226517,51.204617,11.970926,
Wels Hbf,,370989,48.166077,14.026569,1
Wels Hbf,370989,313454,48.166077,14.026569,
Werdohl,434917,333209,51.25952,7.757734,
Werdohl,434917,468682,51.259476,7.757887,
"Werdohl, Bahnhof",,434917,51.259487,7.757545,1
Werfen,,602255,47.4726,13.195183,1
Werfen,602255,199392,47.4726,13.195183,
Westerland(Sylt),573346,627497,54.906853,8.31098,
Westerland(Sylt) ZOB/Bahnhof,,573346,54.906895,8.310884,1
Westerstede-Ocholt,,467447,53.20229,7.886531,1
Westerstede-Ocholt,467447,17937,53.202248,7.886519,
Wetzlar,369522,580658,50.56566,8.504213,
Wetzlar Bahnhof,,369522,50.56566,8.504213,1
Wien Hauptbahnhof,,370243,48.185104,16.377113,1
Wien Hbf,370243,50152,48.1851,16.377113,
Wien Hütteldorf,,66820,48.197258,16.26125,1
Wien Hütteldorf,66820,256091,48.197258,16.26125,
Wien Meidling,,403706,48.17445,16.333088,1
Wien Meidling,403706,606678,48.17445,16.333088,
Wiener Neustadt Hbf,,135265,47.81056,16.233187,1
Wiener Neustadt Hbf,135265,294284,47.81056,16.233187,
Wiesbaden Hauptbahnhof,,438584,50.069477,8.244631,1
Wiesbaden Hbf,438584,110123,50.069477,8.244631,
Wiesbaden Hbf,438584,142822,50.06972,8.243677,
Wiesloch-Walldorf,532703,145276,49.29107,8.664053,
Wiesloch-Walldorf,532703,146220,49.291042,8.664242,
"Wiesloch-Walldorf, Bf",,532703,49.291016,8.664449,1
Winterthur,,184223,47.500336,8.723821,1
Winterthur,184223,651779,47.500336,8.723821,
Witten Hbf,,469910,51.43542,7.330217,1
Witten Hbf,469910,27216,51.435543,7.329442,
Witten Hbf,469910,426545,51.435436,7.32948,
Witten Hbf,469910,543728,51.435375,7.329327,
Wittenberge,659151,282709,53.004498,11.762504,
Wittenberge,659151,36879,53.003883,11.762578,
Wittenberge,659151,577626,53.00387,11.762465,
"Wittenberge, Bahnhof",,659151,53.002373,11.763205,1
Wloszczowa Polnoc,,547781,50.85811,19.947002,1
Wloszczowa Polnoc,547781,439706,50.85811,19.947002,
Wolfsburg Hbf,102338,27018,52.429665,10.787913,
Wolfsburg Hbf,102338,344884,52.429382,10.787698,
Wolfsburg Hbf,102338,631951,52.429497,10.787784,
"Wolfsburg, Hauptbahnhof",,102338,52.42946,10.78776,1
Worms Hbf,666467,177987,49.63494,8.356448,
Worms Hbf,666467,399902,49.634727,8.356596,
Worms Hbf,666467,95719,49.63501,8.356596,
"Worms, Hauptbahnhof",,666467,49.635113,8.356955,1
Wroclaw Glowny,,280164,51.09808,17.037088,1
Wroclaw Glowny,280164,75513,51.09808,17.037088,
Wuppertal Hbf,,243156,51.25508,7.149323,1
Wuppertal Hbf,243156,460041,51.254364,7.149543,
Wuppertal Hbf,243156,7755,51.254597,7.150042,
Wörgl Hbf,,343146,47.4918,12.060581,1
Wörgl Hbf,343146,110452,47.4918,12.060581,
Würzburg Hbf,,97512,49.801796,9.93578,1
Würzburg Hbf,97512,196019,49.801796,9.93578,
Würzburg Hbf,97512,243745,49.80213,9.935987,
Würzburg Hbf,97512,364956,49.80226,9.936041,
Würzburg Hbf,97512,405881,49.802,9.935924,
Würzburg Hbf,97512,429453,49.801895,9.935897,
Zabrze,,116791,50.30528,18.786947,1
Zabrze,116791,465333,50.30528,18.786947,
Zagreb Glavni kolodvor,,639888,45.80444,15.978705,1
Zagreb Glavni kolodvor,639888,523259,45.80444,15.978705,
Zapresic,,308604,45.844494,15.813187,1
Zapresic,308604,221542,45.844494,15.813187,
Zbaszynek,,653040,52.242508,15.818092,1
Zbaszynek,653040,535120,52.242508,15.818092,
Zebrzydowice,,98814,49.87049,18.623697,1
Zebrzydowice,98814,615119,49.87049,18.623697,
Zebrzydowice(Gr),,155296,49.884163,18.57093,1
Zebrzydowice(Gr),155296,563762,49.884163,18.57093,
Zell am See,,293460,47.32052,12.796571,1
Zell am See,293460,36109,47.32052,12.796571,
Zielona Gora Glowna,,242692,51.947437,15.513709,1
Zielona Gora Glowna,242692,156700,51.947437,15.513709,
Zürich Flughafen,,566088,47.450386,8.562402,1
Zürich Flughafen,566088,29204,47.450386,8.562402,
Zürich HB,,152883,47.378178,8.540212,1
Zürich HB,152883,456287,47.378178,8.540212,
Züssow,58758,112406,53.97243,13.549999,
Züssow,58758,288600,53.972515,13.550179,
Züssow Bahnhof,,58758,53.97299,13.549442,1
Ötztal,,306566,47.238483,10.859114,1
Ötztal,306566,279885,47.238483,10.859114,
Übersee,,377973,47.822044,12.487337,1
Übersee,377973,221041,47.8221,12.487651,
Übersee,377973,395823,47.82184,12.486681,
