stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type
's-Hertogenbosch,,278090,51.69054,5.293723,1
's-Hertogenbosch,278090,82654,51.69054,5.293723,
Aachen Hbf,420974,339093,50.7678,6.091499,
Aachen Süd(Gr),,471364,50.731915,6.04541,1
Aachen Süd(Gr),471364,558129,50.731915,6.04541,
"Aachen, Hauptbahnhof",,420974,50.767723,6.092051,1
Aalen Hauptbahnhof,,386341,48.841602,10.096031,1
Aalen Hbf,386341,264477,48.84168,10.09613,
Aalen Hbf,386341,483831,48.841015,10.096271,
Altena(Westf),591712,245220,51.302013,7.668693,
Altena(Westf),591712,290456,51.301956,7.668576,
"Altena, Bahnhof",,591712,51.301983,7.66881,1
Altenbeken,,171852,51.766434,8.943322,1
Altenbeken,171852,26333,51.76686,8.944346,
Altenbeken,171852,632482,51.766296,8.94298,
Altenbeken,171852,637794,51.76676,8.944373,
Amersfoort Centraal,,485981,52.153465,5.373909,1
Amersfoort Centraal,485981,39434,52.153465,5.373909,
Amsterdam Centraal,,474335,52.37919,4.899431,1
Amsterdam Centraal,474335,442168,52.37919,4.899431,
Amstetten NÖ,,232650,48.121605,14.878112,1
Amstetten NÖ,232650,227161,48.121605,14.878112,
Andernach,331610,155997,50.434544,7.404839,
Andernach Bahnhof,,331610,50.434544,7.40484,1
Angermünde,17230,305693,53.01574,13.995672,
Angermünde,17230,529086,53.015793,13.995908,
"Angermünde, Bahnhof",,17230,53.015823,13.995871,1
Anklam,,295095,53.855984,13.701563,1
Anklam,295095,222138,53.85625,13.701518,
Anklam,295095,478166,53.8563,13.701554,
Anklam,295095,513356,53.856102,13.701827,
Ansbach,,130731,49.29803,10.578246,1
Ansbach,130731,546953,49.29889,10.577582,
Ansbach Bahnhof,130731,56383,49.299046,10.578031,
Ansbach Bahnhof,130731,618620,49.299004,10.578067,
Ansbach Bahnhof,130731,646299,49.299145,10.578166,
Apeldoorn,,541929,52.20943,5.968491,1
Apeldoorn,541929,354818,52.20943,5.968491,
Apolda,,105773,51.03094,11.526136,1
Apolda,105773,112612,51.03094,11.526136,
Arnhem Centraal,,646547,51.98478,5.901003,1
Arnhem Centraal,646547,174129,51.98478,5.901003,
Aschaffenburg Hbf,,389953,49.980556,9.1437,1
Aschaffenburg Hbf,389953,161700,49.980797,9.14343,
Aschaffenburg Hbf,389953,224082,49.98065,9.14343,
Aschaffenburg Hbf,389953,404794,49.980556,9.143697,
Attnang-Puchheim,,4439,48.012802,13.720719,1
Attnang-Puchheim,4439,208669,48.012802,13.720719,
Augsburg Hbf,,208650,48.36544,10.885569,1
Augsburg Hbf,208650,167729,48.36546,10.885353,
Augsburg Hbf,208650,233812,48.365673,10.885892,
Augsburg Hbf,208650,283829,48.36544,10.88557,
Augsburg Hbf,208650,427289,48.365532,10.885533,
Augsburg Hbf,208650,498854,48.3656,10.885713,
Augsburg Hbf,208650,667725,48.365437,10.885291,
Augustfehn,,492271,53.220894,7.759622,1
Augustfehn,492271,27970,53.220844,7.75963,
Bad Bentheim,337369,194501,52.309853,7.157776,
Bad Bentheim,337369,488135,52.30978,7.157785,
Bad Bentheim Bahnhof,,337369,52.30953,7.158737,1
Bad Bentheim(Gr),,572907,52.3091,7.04016,1
Bad Bentheim(Gr),572907,189157,52.3091,7.04016,
Bad Bevensen,,563097,53.078247,10.574141,1
Bad Bevensen,563097,646289,53.07822,10.574081,
Bad Bevensen,563097,674293,53.078274,10.574201,
Bad Endorf,,222292,47.904766,12.302122,1
Bad Endorf,222292,347068,47.90459,12.302679,
"Bad Endorf, Bahnhof",222292,51084,47.904682,12.302545,
Bad Hersfeld,,258417,50.869766,9.716581,1
Bad Hersfeld,258417,72423,50.869766,9.716581,
Bad Kleinen,79056,11622,53.766644,11.466456,
Bad Kleinen,79056,505215,53.766945,11.466213,
Bad Kleinen Bhf,,79056,53.76746,11.466429,1
Bad Nauheim,340270,457698,50.367695,8.749241,
Bad Nauheim Bahnhof,,340270,50.367798,8.748327,1
Bad Oeynhausen,132065,505888,52.205322,8.795944,
Bad Oeynhausen,132065,587522,52.205257,8.795962,
"Bad Oeynhausen, Bf/ZOB",,132065,52.2054,8.796519,1
Bad Schandau,616259,650821,50.91921,14.137704,
Bad Schandau,616259,664100,50.919315,14.137713,
Bad Schandau Nationalparkbahnhof,,616259,50.91927,14.138099,1
Bad Zwischenahn,,184155,53.182568,8.002996,1
Bad Zwischenahn,184155,637670,53.18242,8.003398,
Baden-Baden,,569400,48.7902,8.191036,1
Baden-Baden,569400,232476,48.79032,8.190731,
Baden-Baden,569400,331769,48.790478,8.190417,
"Bahnhof, Engen",664041,119029,47.85621,8.772516,
"Bahnhof, Friedberg (Hessen)",416553,160556,50.33204,8.760561,
Bamberg,,19348,49.90076,10.899484,1
Bamberg,19348,119772,49.900547,10.899879,
Bamberg,19348,21194,49.900574,10.900122,
Bamberg,19348,282520,49.900597,10.899735,
Basel Bad Bf,,379209,47.567287,7.607805,1
Basel Bad Bf,379209,308007,47.567287,7.607805,
Basel SBB,,225463,47.547405,7.589551,1
Basel SBB,225463,309261,47.547405,7.589551,
Bebra,,284287,50.969566,9.797788,1
Bebra,284287,592261,50.969566,9.797788,
Bensheim,143462,101113,49.681328,8.616717,
Bensheim,143462,556279,49.68174,8.616901,
Bensheim,143462,9064,49.681423,8.616721,
"Bensheim, Bahnhof",,143462,49.681805,8.616955,1
Bergen Bahnhof,,512095,54.420822,13.418737,1
Bergen auf Rügen,512095,282395,54.420414,13.417534,
Bergen auf Rügen,512095,399213,54.42034,13.417668,
Berlin Gesundbrunnen,63434,159970,52.54869,13.390501,
Berlin Gesundbrunnen,63434,47059,52.548386,13.390704,
Berlin Gesundbrunnen,63434,550749,52.548885,13.39039,
Berlin Gesundbrunnen,63434,552251,52.548794,13.3904,
Berlin Gesundbrunnen,63434,572589,52.548573,13.390519,
Berlin Gesundbrunnen,63434,586053,52.548485,13.390691,
Berlin Hbf,57387,118254,52.52496,13.368911,
Berlin Hbf,57387,148298,52.52506,13.369167,
Berlin Hbf,57387,175340,52.525143,13.369612,
Berlin Hbf,57387,189028,52.524998,13.369061,
Berlin Hbf,57387,259270,52.525097,13.369321,
Berlin Hbf,57387,275815,52.52488,13.369627,
Berlin Hbf,57387,31543,52.52519,13.369752,
Berlin Hbf,57387,535012,52.525223,13.369887,
Berlin Hbf,57387,538321,52.52511,13.369472,
Berlin Hbf,57387,545214,52.524788,13.369667,
Berlin Hbf,57387,583069,52.524967,13.369527,
Berlin Ostbahnhof,615608,107246,52.510475,13.43524,
Berlin Ostbahnhof,615608,171744,52.510242,13.434586,
Berlin Ostbahnhof,615608,17711,52.510414,13.435172,
Berlin Ostbahnhof,615608,40695,52.510254,13.435024,
Berlin Ostbahnhof,615608,599038,52.510178,13.434942,
Berlin Ostkreuz,201608,142044,52.502907,13.468553,
Berlin Ostkreuz,201608,245079,52.50304,13.468615,
Berlin Südkreuz,468954,151971,52.475925,13.365291,
Berlin Südkreuz,468954,35794,52.475407,13.365754,
Berlin Südkreuz,468954,497196,52.475685,13.365454,
Berlin Südkreuz,468954,525390,52.47565,13.365612,
Berlin Südkreuz,468954,581138,52.475433,13.365603,
Berlin Südkreuz,468954,625447,52.475887,13.365455,
Berlin Zoologischer Garten,256748,24651,52.507717,13.332555,
Berlin Zoologischer Garten,256748,333210,52.507652,13.332804,
Berlin Zoologischer Garten,256748,600903,52.50768,13.332686,
Berlin Zoologischer Garten,256748,6382,52.50762,13.332927,
Berlin-Charlottenburg,19539,108921,52.504173,13.301819,
Berlin-Lichtenberg,211920,312830,52.510002,13.49649,
Berlin-Lichtenberg,211920,624986,52.510277,13.497433,
Berlin-Lichtenberg,211920,663432,52.510216,13.496164,
Berlin-Spandau,145229,203998,52.534485,13.1971,
Berlin-Spandau,145229,266092,52.5346,13.197163,
Berlin-Spandau,145229,272787,52.534542,13.197124,
Berlin-Spandau,145229,380041,52.534668,13.197191,
Berlin-Wannsee,96599,128440,52.421402,13.180358,
Berlin-Wannsee,96599,54684,52.42135,13.180446,
Bern,,635634,46.948833,7.439131,1
Bern,635634,22285,46.948833,7.439131,
Bernau(b Berlin),460813,111003,52.675426,13.591859,
Bernau(b Berlin),460813,568661,52.67533,13.592016,
Biberach ZOB/Bahnhof,,147645,48.101456,9.792795,1
Biberach(Riß),147645,122688,48.101936,9.792939,
Biberach(Riß),147645,635477,48.101994,9.793155,
Bielefeld Hbf,,278600,52.029263,8.53272,1
Bielefeld Hbf,278600,139628,52.029263,8.532722,
Bielefeld Hbf,278600,377295,52.029522,8.533106,
Bielefeld Hbf,278600,552642,52.02962,8.532917,
Bingen(Rhein) Hbf,516064,146388,49.968727,7.884263,
Bingen(Rhein) Hbf,516064,313722,49.969147,7.882717,
"Bingen, Hauptbahnhof",,516064,49.96874,7.883543,1
Binz (Ostseebad),,417364,54.404823,13.600502,1
Bischofshofen,,349996,47.41786,13.219888,1
Bischofshofen,349996,313436,47.41786,13.219888,
Bitterfeld,,97719,51.62286,12.31685,1
Bitterfeld,97719,195199,51.62286,12.31685,
Bludenz,,330753,47.154724,9.814564,1
Bludenz,330753,296014,47.154724,9.814564,
Bochnia,,302926,49.9773,20.430775,1
Bochnia,302926,473052,49.9773,20.430775,
Bochum Hbf,,275743,51.479465,7.223335,1
Bochum Hbf,275743,105257,51.478607,7.223275,
Bochum Hbf,275743,11826,51.478394,7.222859,
Bochum Hbf,275743,239914,51.478252,7.223012,
Bochum Hbf,275743,470463,51.47853,7.222715,
Bohumin,,416423,49.90073,18.359444,1
Bohumin,416423,368200,49.90073,18.359444,
Bolzano/Bozen,,328740,46.496376,11.358791,1
Bolzano/Bozen,328740,361845,46.496376,11.358791,
Bondorf,,415351,48.52327,8.827879,1
Bondorf(b Herrenberg),415351,335854,48.52328,8.827735,
Bondorf(b Herrenberg),415351,57908,48.52329,8.827852,
Bonn Beuel Bf,,578429,50.738476,7.127656,1
Bonn Hbf,,468829,50.732006,7.097131,1
Bonn Hbf,468829,113973,50.731956,7.097364,
Bonn Hbf,468829,179053,50.731754,7.097212,
Bonn Hbf,468829,199010,50.731834,7.097284,
Bonn Hbf,468829,85796,50.73187,7.096987,
Bonn-Beuel,578429,231947,50.738205,7.127862,
Bonn-Beuel,578429,593456,50.737896,7.12815,
Boppard Hauptbahnhof,,418784,50.231403,7.586084,1
Boppard Hbf,418784,639217,50.231422,7.586014,
Brandenburg Hbf,264675,358411,52.400276,12.565075,
Brandenburg Hbf,264675,595023,52.40021,12.565134,
"Brandenburg, Hauptbahnhof",,264675,52.400795,12.566036,1
Bratislava hl.st.,,494513,48.15891,17.106466,1
Bratislava hl.st.,494513,333666,48.15891,17.106466,
Braunschweig Hbf,150699,113338,52.25223,10.540921,
Braunschweig Hbf,150699,535997,52.25227,10.54085,
Braunschweig Hbf,150699,613556,52.252216,10.540295,
"Braunschweig, Hauptbahnhof",,150699,52.252644,10.539547,1
Breclav,,374546,48.7539,16.893236,1
Breclav,374546,56206,48.7539,16.893236,
Breclav(Gr),,629679,48.71265,16.86837,1
Breclav(Gr),629679,15017,48.71265,16.86837,
Bregenz,,546408,47.503002,9.739627,1
Bregenz,546408,84901,47.503002,9.739627,
Bregenz Riedenburg,,410001,47.49291,9.721313,1
Bregenz Riedenburg,410001,481329,47.49291,9.721313,
Bremen Hbf,,361601,53.083256,8.813857,1
Bremen Hbf,361601,155489,53.083275,8.813879,
Bremen Hbf,361601,185,53.0835,8.81418,
Bremen Hbf,361601,252181,53.083355,8.813982,
Bremen Hbf,361601,341743,53.082947,8.813447,
Bremen Hbf,361601,475971,53.083073,8.813611,
Bremen Hbf,361601,507893,53.083565,8.81426,
Bremen Hbf,361601,631355,53.08342,8.814067,
Brennero/Brenner,,62369,47.002342,11.505426,1
Brennero/Brenner,62369,162469,47.002342,11.505426,
Bressanone/Brixen,,441445,46.709896,11.649764,1
Bressanone/Brixen,441445,512803,46.709896,11.649764,
Brig,,458991,46.319424,7.988095,1
Brig,458991,28234,46.319424,7.988095,
Brno hl.n.,,356323,49.19054,16.612774,1
Brno hl.n.,356323,447552,49.19054,16.612774,
Bruchsal,,503573,49.124924,8.590347,1
Bruchsal,503573,537197,49.12513,8.589924,
Bruchsal,503573,62375,49.125088,8.590113,
Bruchsal,503573,97868,49.125053,8.590275,
Bruck/Mur,,405388,47.41383,15.279433,1
Bruck/Mur,405388,51982,47.41383,15.279433,
Bruxelles Midi,,580104,50.835377,4.335694,1
Bruxelles Midi,580104,221716,50.835377,4.335694,
Bruxelles-Nord,,424139,50.860237,4.361454,1
Bruxelles-Nord,424139,622364,50.860237,4.361454,
Buchloe,,663797,48.033722,10.716219,1
Buchloe,663797,181212,48.033638,10.716084,
Buchloe,663797,317941,48.03355,10.716389,
Buchloe,663797,87485,48.033585,10.716273,
Budapest-Kelenföld,,612605,47.464355,19.020456,1
Budapest-Kelenföld,612605,150949,47.464355,19.020456,
Budapest-Keleti,,177090,47.50038,19.085072,1
Budapest-Keleti,177090,260063,47.50038,19.085072,
Budapest-Nyugati,,71925,47.510708,19.057467,1
Budapest-Nyugati,71925,419672,47.510708,19.057467,
Bydgoszcz Glowna,,179488,53.135113,17.991636,1
Bydgoszcz Glowna,179488,271560,53.135113,17.991636,
Böblingen,,290052,48.687847,9.004533,1
Böblingen,290052,148565,48.688004,9.00438,
Böblingen,290052,399709,48.687847,9.004641,
Büchen,431005,74042,53.474976,10.623292,
"Büchen, Büchen",,431005,53.47663,10.620937,1
Bünde(Westf),233853,149201,52.202274,8.574509,
Bünde(Westf),233853,553529,52.20239,8.574419,
"Bünde, Bahnhof / ZOB",,233853,52.202076,8.573871,1
Bützow,74633,522550,53.83715,11.998132,
Bützow,74633,61749,53.83704,11.997872,
Bützow Bahnhof,,74633,53.837006,11.997513,1
Celje,,186117,46.228558,15.26798,1
Celje,186117,245786,46.228558,15.26798,
Celle,425564,204553,52.620457,10.062468,
Celle Bahnhof,,425564,52.62075,10.064787,1
Ceska Trebova,,658700,49.897324,16.446808,1
Ceska Trebova,658700,452068,49.897324,16.446808,
Chemnitz Hbf,60405,21027,50.84004,12.930799,
Chemnitz Hbf,60405,31060,50.83933,12.930952,
Chemnitz Hbf,60405,46195,50.84013,12.930215,
Chemnitz Hbf,60405,601523,50.84002,12.930907,
"Chemnitz, Hauptbahnhof",,60405,50.83963,12.930692,1
Chur,,177512,46.853085,9.528938,1
Chur,177512,418043,46.853085,9.528938,
Coburg,,207847,50.262924,10.957326,1
Coburg,207847,440741,50.262928,10.957328,
Coburg,207847,574100,50.26347,10.957452,
Coburg,207847,591616,50.263447,10.957201,
Cottbus Hbf,212996,150412,51.751488,14.323561,
Cottbus Hbf,212996,247711,51.751553,14.323517,
Cottbus Hbf,212996,482871,51.75054,14.323346,
"Cottbus, Hauptbahnhof",,212996,51.750984,14.324464,1
Crailsheim,393649,125695,49.138126,10.064572,
Crailsheim,393649,227833,49.13787,10.064326,
Crailsheim,393649,633949,49.13812,10.064814,
Crailsheim Bahnhof,,393649,49.137913,10.06432,1
Czechowice-Dziedzice,,347898,49.915104,19.00465,1
Czechowice-Dziedzice,347898,669740,49.915104,19.00465,
D-Flughafen Bf,,161276,51.292088,6.786979,1
Dagebüll Kirche,,309762,54.73058,8.729632,1
Dagebüll Kirche,309762,582626,54.73028,8.729485,
Dagebüll Mole,,394666,54.73011,8.690239,1
Dagebüll Mole,394666,501535,54.729908,8.690989,
Darmstadt Hauptbahnhof,,549780,49.87194,8.631148,1
Darmstadt Hbf,549780,469316,49.87304,8.629164,
Debica,,82543,50.054417,21.405565,1
Debica,82543,453153,50.054417,21.405565,
Decin hl.n.,,581495,50.773193,14.200972,1
Decin hl.n.,581495,95200,50.773415,14.201247,
Deezbüll,,87543,54.77697,8.818274,1
Deezbüll,87543,333035,54.77697,8.818274,
Delmenhorst,,111461,53.05278,8.629879,1
Delmenhorst,111461,140491,53.05279,8.629758,
Dessau Hbf,,534917,51.839867,12.234945,1
Dessau Hbf,534917,125798,51.839867,12.234945,
Deventer,,500306,52.257435,6.160506,1
Deventer,500306,106965,52.257435,6.160506,
Diepholz,,342661,52.6046,8.380249,1
Diepholz,342661,106905,52.6046,8.380267,
Dillenburg,512813,322839,50.734905,8.294586,
Dillenburg Bahnhof,,512813,50.734905,8.294586,1
Doberlug-Kirchhain,110089,348700,51.62053,13.564161,
Doberlug-Kirchhain,110089,543662,51.620533,13.564268,
"Doberlug-Kirchhain, Bahnhof",,110089,51.62061,13.564187,1
Dobova,,542932,45.89839,15.655178,1
Dobova,542932,110937,45.89839,15.655178,
Dobova(Gr),,579460,45.890633,15.680238,1
Dobova(Gr),579460,478662,45.890633,15.680238,
Donaueschingen,71621,326355,47.94808,8.498727,
Donaueschingen,71621,608537,47.94801,8.4987,
Donaueschingen Bahnhof,,71621,47.94753,8.499428,1
Donauwörth,,616136,48.714024,10.771447,1
Donauwörth,616136,445793,48.71402,10.771564,
Donauwörth,616136,475410,48.714027,10.771443,
Donauwörth,616136,479855,48.71413,10.771654,
Dornbirn,,297457,47.41769,9.738808,1
Dornbirn,297457,364096,47.41769,9.738808,
Dortmund Hbf,,591895,51.51689,7.459592,1
Dortmund Hbf,591895,206128,51.517723,7.458775,
Dortmund Hbf,591895,246262,51.517883,7.458721,
Dortmund Hbf,591895,323624,51.517895,7.45929,
Dortmund Hbf,591895,532116,51.5176,7.458793,
Dortmund Hbf,591895,557589,51.51821,7.45864,
Dortmund Hbf,591895,663960,51.518063,7.458685,
Dortmund Hbf,591895,87216,51.51796,7.458703,
Dortmund Hörde Bf,,5952,51.488186,7.499918,1
Dortmund-Hörde,5952,296323,51.487774,7.500286,
Dresden Bahnhof Neustadt,,310087,51.065426,13.740882,1
Dresden Hauptbahnhof,,242264,51.03993,13.732932,1
Dresden Hbf,242264,257610,51.040684,13.731863,
Dresden Hbf,242264,504211,51.039875,13.731396,
Dresden Hbf,242264,91376,51.040016,13.731531,
Dresden-Neustadt,310087,139243,51.06591,13.740541,
Dresden-Neustadt,310087,184467,51.065994,13.740424,
Dresden-Neustadt,310087,548471,51.066097,13.740235,
Dresden-Neustadt,310087,596285,51.0659,13.740701,
Dresden-Neustadt,310087,650504,51.066017,13.740352,
Duisburg Hbf,,117836,51.430454,6.774528,1
Duisburg Hbf,117836,204690,51.43001,6.775624,
Duisburg Hbf,117836,281319,51.43,6.775696,
Duisburg Hbf,117836,326837,51.42997,6.775902,
Duisburg Hbf,117836,34840,51.429867,6.776882,
Duisburg Hbf,117836,484871,51.429787,6.775903,
Duisburg Hbf,117836,64790,51.42987,6.776801,
Duisburg Hbf,117836,96831,51.429836,6.777088,
Düren,,92720,50.809517,6.482451,1
Düren,92720,239396,50.809517,6.482451,
Düsseldorf Flughafen,161276,511980,51.292007,6.786836,
Düsseldorf Flughafen,161276,531519,51.291367,6.787158,
Düsseldorf Flughafen,161276,84748,51.29135,6.786853,
Düsseldorf Hbf,,590861,51.220253,6.792997,1
Düsseldorf Hbf,590861,139070,51.219505,6.794866,
Düsseldorf Hbf,590861,281650,51.21986,6.794111,
Düsseldorf Hbf,590861,302433,51.219612,6.794632,
Düsseldorf Hbf,590861,333634,51.219543,6.794776,
Düsseldorf Hbf,590861,396273,51.220093,6.793644,
Düsseldorf Hbf,590861,476729,51.219395,6.795099,
Düsseldorf Hbf,590861,497707,51.219315,6.795261,
Düsseldorf Hbf,590861,514709,51.219433,6.795027,
Düsseldorf Hbf,590861,653586,51.219963,6.794319,
Eberswalde Hbf,630163,311864,52.83376,13.796866,
Eberswalde Hbf,630163,633224,52.833805,13.796755,
"Eberswalde, Hauptbahnhof",,630163,52.833683,13.79695,1
Eindhoven Centraal,,378692,51.44302,5.479576,1
Eindhoven Centraal,378692,249373,51.44302,5.479576,
Eisenach Hbf,521952,442989,50.975952,10.331229,
"Eisenach, Hbf",,521952,50.976894,10.331974,1
Ellwangen,570382,466421,48.96439,10.129664,
Ellwangen Bahnhof,,570382,48.964535,10.129762,1
Elsterwerda,416025,25588,51.46012,13.51666,
Elsterwerda,416025,480921,51.45942,13.516226,
Elsterwerda,416025,48174,51.459404,13.516305,
"Elsterwerda, Bahnhof",,416025,51.459805,13.516412,1
Emden Außenhafen,524516,619310,53.344498,7.186394,
Emden Hbf,254697,453206,53.36933,7.195423,
Emden(Ostfriesl) Außenhafen,,524516,53.344498,7.186394,1
Emden(Ostfriesl) Hbf,,254697,53.36925,7.195502,1
Emmerich(Gr),,74858,51.901196,6.137652,1
Emmerich(Gr),74858,633328,51.901196,6.137652,
Engen,664041,207638,47.8561,8.772597,
Engen,664041,286193,47.856346,8.772786,
Engen Bahnhof,,664041,47.856007,8.772561,1
"Erfurt, Hauptbahnhof",,31847,50.972057,11.037305,1
Ergenzingen,205919,378316,48.48959,8.810191,
Ergenzingen,205919,552595,48.489243,8.809751,
Ergenzingen Bahnhof,,205919,48.489594,8.809949,1
Erkelenz,,355740,51.076595,6.321634,1
Erkelenz,355740,201307,51.076595,6.321634,
Erlangen,,573329,49.595825,11.00164,1
Erlangen,573329,126230,49.596157,11.001488,
Erlangen,573329,404786,49.596188,11.001685,
Erlangen,573329,504247,49.59583,11.001638,
Essen Hbf,,239624,51.449734,7.012213,1
Essen Hbf,239624,144138,51.451355,7.014793,
Essen Hbf,239624,199858,51.451164,7.014028,
Essen Hbf,239624,242393,51.451363,7.014001,
Essen Hbf,239624,564788,51.45159,7.013956,
Essen Hbf,239624,643979,51.451736,7.013938,
Essen Hbf,239624,674958,51.45151,7.013974,
Esslingen (N),,631455,48.73854,9.300582,1
Esslingen(Neckar),631455,526596,48.738544,9.300522,
Eutingen im Gäu,175433,400480,48.479736,8.782361,
Eutingen im Gäu Bahnhof,,175433,48.47957,8.781643,1
Feldkirch,,92665,47.24098,9.604102,1
Feldkirch,92665,95867,47.24098,9.604102,
Fieberbrunn,,497978,47.49114,12.528944,1
Fieberbrunn,497978,349072,47.49114,12.528944,
Finnentrop,372567,625311,51.1729,7.96467,
Finnentrop Bf,,372567,51.173046,7.964562,1
Fischen,,525172,47.456596,10.271723,1
"Fischen, Bahnhof",525172,118738,47.4566,10.271032,
Flensburg,,579051,54.774048,9.436687,1
Flensburg,579051,144063,54.77395,9.436603,
Flensburg,579051,523577,54.773857,9.436511,
Flensburg [Grenze],,521487,54.814842,9.36324,1
Flensburg(Gr),521487,593262,54.814842,9.36324,
Flughafen BER,,637692,52.364605,13.509874,1
Flughafen BER,637692,13419,52.364063,13.509307,
Flughafen BER,637692,580993,52.364323,13.509145,
Flughafen Köln/Bonn Bf,,22551,50.878902,7.119301,1
Flughafen Wien,,128634,48.120903,16.56307,1
Flughafen Wien,128634,289577,48.120903,16.56307,
Forbach(F),,9335,49.189217,6.900258,1
Forbach(F),9335,463146,49.189217,6.900258,
Forbach(fr),,264634,49.21409,6.944314,1
Forbach(fr),264634,175786,49.21409,6.944314,
Frankfurt (Main) Hauptbahnhof,,324236,50.107155,8.663759,1
Frankfurt (Main) Südbahnhof,,432940,50.099327,8.686442,1
Frankfurt (Main) Westbahnhof,,182306,50.119446,8.639455,1
"Frankfurt (Oder), Bahnhof",,413658,52.336708,14.547147,1
Frankfurt(M) Flughafen Fernbf,,601570,50.053165,8.570185,1
Frankfurt(M) Flughafen Fernbf,601570,536923,50.053165,8.570185,
Frankfurt(M) Flughafen Regionalbf,,540140,50.05122,8.571251,1
Frankfurt(M) Flughafen Regionalbf,540140,81955,50.05122,8.571251,
Frankfurt(Main)Hbf,324236,104370,50.107033,8.662124,
Frankfurt(Main)Hbf,324236,142979,50.10652,8.662645,
Frankfurt(Main)Hbf,324236,179632,50.1069,8.662237,
Frankfurt(Main)Hbf,324236,197279,50.10577,8.663461,
Frankfurt(Main)Hbf,324236,234672,50.10662,8.662561,
Frankfurt(Main)Hbf,324236,236978,50.10681,8.66235,
Frankfurt(Main)Hbf,324236,244516,50.104183,8.659307,
Frankfurt(Main)Hbf,324236,363515,50.106754,8.662378,
Frankfurt(Main)Hbf,324236,374038,50.1063,8.662814,
Frankfurt(Main)Hbf,324236,386964,50.10587,8.663474,
Frankfurt(Main)Hbf,324236,392576,50.106102,8.663151,
Frankfurt(Main)Hbf,324236,409610,50.10647,8.662687,
Frankfurt(Main)Hbf,324236,427897,50.10696,8.662195,
Frankfurt(Main)Hbf,324236,521501,50.106148,8.663123,
Frankfurt(Main)Hbf,324236,556138,50.106262,8.662941,
Frankfurt(Main)Hbf,324236,57749,50.107098,8.662068,
Frankfurt(Main)Hbf,324236,71922,50.106686,8.662504,
Frankfurt(Main)Hbf,324236,73209,50.1062,8.663011,
Frankfurt(Main)Hbf,324236,75043,50.106003,8.663306,
Frankfurt(Main)Hbf,324236,76491,50.10636,8.662772,
Frankfurt(Main)Süd,432940,130786,50.098965,8.685759,
Frankfurt(Main)Süd,432940,157752,50.099205,8.685283,
Frankfurt(Main)Süd,432940,266478,50.099003,8.686179,
Frankfurt(Main)Süd,432940,542978,50.099064,8.686108,
Frankfurt(Main)West,182306,316739,50.11939,8.638952,
Frankfurt(Oder),413658,489018,52.336605,14.546146,
Frankfurt(Oder),413658,532093,52.336643,14.54624,
Frankfurt(Oder),413658,597033,52.336563,14.545988,
Frankfurt(Oder)(Gr),,255161,52.321175,14.576403,1
Frankfurt(Oder)(Gr),255161,263535,52.321175,14.576403,
Fredericia st,,373059,55.56809,9.738813,1
Fredericia st,373059,562016,55.56809,9.738813,
Freiberg(Sachs),226341,127700,50.908737,13.344644,
Freiberg(Sachs),226341,395905,50.908634,13.344572,
"Freiberg, Bahnhof",,226341,50.90936,13.342219,1
Freiburg Hauptbahnhof,,70584,47.996616,7.840442,1
Freiburg(Breisgau) Hbf,70584,13533,47.997704,7.841619,
Freiburg(Breisgau) Hbf,70584,299435,47.997765,7.841295,
Freiburg(Breisgau) Hbf,70584,52755,47.99773,7.841511,
Freilassing,,194801,47.836914,12.977197,1
Freilassing,194801,156240,47.836918,12.977193,
Freilassing,194801,49186,47.83703,12.976586,
Freilassing,194801,627801,47.836205,12.977997,
Freilassing Bahnhof,194801,299213,47.83622,12.977907,
Friedberg (Hessen) Bahnhof,,416553,50.332745,8.761246,1
Friedrichsh. Stadtbahnhof,,63228,47.653057,9.473426,1
Friedrichshafen Stadt,63228,488734,47.653084,9.473498,
Fulda,330745,5927,50.555016,9.683904,
Fulda Bahnhof,,330745,50.55492,9.683761,1
Fürth (Bay) Hbf,,189203,49.469707,10.989989,1
Fürth Hauptbahnhof,189203,104951,49.470367,10.991229,
Fürth(Bay)Hbf,189203,170486,49.469738,10.990079,
"GD, Bahnhof",,656307,48.800285,9.787118,1
Garmisch-Partenkirchen,,425841,47.491455,11.097014,1
Garmisch-Partenkirchen,425841,551882,47.49107,11.098209,
Garmisch-Partenkirchen,425841,556837,47.491116,11.098326,
Garmisch-Partenkirchen,425841,653505,47.49119,11.098515,
Gdansk Glowny,,28572,54.35552,18.643803,1
Gdansk Glowny,28572,221284,54.35552,18.643803,
Gdansk Oliwa,,149068,54.409893,18.571741,1
Gdansk Oliwa,149068,166888,54.409893,18.571741,
Gdansk Wrzeszcz,,638978,54.38186,18.605434,1
Gdansk Wrzeszcz,638978,48406,54.38186,18.605434,
Gdynia Glowna,,311512,54.52084,18.529556,1
Gdynia Glowna,311512,610703,54.52084,18.529556,
Geilenkirchen,,271064,50.96104,6.124518,1
Geilenkirchen,271064,628524,50.96104,6.124518,
Gelsenkirchen Hbf,,548159,51.504925,7.102206,1
Gelsenkirchen Hbf,548159,145900,51.50504,7.103051,
Gelsenkirchen Hbf,548159,152021,51.505142,7.103015,
Gelsenkirchen Hbf,548159,177342,51.504982,7.103087,
Gelsenkirchen Hbf,548159,372586,51.50487,7.103141,
Gelsenkirchen Hbf,548159,519146,51.504814,7.103177,
